PK_COD_ENTIDADE,NO_ENTIDADE,MAT_CRECHE,MAT_PRE,MAT_FUND,MAT_MEDIO
33111430,CENTRO EDUCACIONAL TRIANGULO,0,0,334,636
33111456,COLEGIO PH,0,0,320,284
33111626,CE LUIZA MAHIN,0,0,41,6
33111634,COL RUTH SANT ANNA,149,39,152,0
33111642,COLEGIO SANTA MONICA - TAQUARA,104,195,889,182
33111707,CE CANDEIA,0,0,260,13
33111871,INSTITUTO BRAGA CARNEIRO,31,29,194,59
33111901,COL BAHIENSE VAZ LOBO,0,8,137,92
33112665,SETRA - COLEGIO CURSO,0,0,12,9
33112711,ASSOCIACAO DE ENSINO MARIA FUMACA,18,32,121,0
33113106,ESCOLA PRESIDENTE DUTRA,0,0,0,299
33113114,SANTA MONICA CENTRO EDUC - CAMPO GRANDE,49,80,713,154
33113122,ESCOLA SESI SANTA CRUZ,0,0,0,42
33113238,CEP CENTRO EDUCACIONAL PIRAQUARA,2,17,189,92
33113270,COLEGIO MARCO AURELIO,0,0,0,68
33113289,PLANETA MAGICO ALFA CEM,81,105,0,0
33113360,CENTRO DE FORMACAO PROFISSIONAL BEZERRA DE ARAUJO,0,0,0,624
33113734,CRECHE COM PREVENTORIO RAINHA DONA AMELIA,45,39,0,0
33113777,CRECHE PATINHO FELIZ,170,0,0,0
33114099,UNIDADE EDUCACIONAL GAMA E SOUZA,0,9,79,40
33114102,UNIDADE EDUCACIONAL GAMA E SOUZA,0,5,81,49
33114153,JD ESC LUME DE ESTRELAS,13,53,279,0
33114161,CENTRO EDUC METAMORFOSE,42,33,89,0
33114196,CRECHE E ESCOLA ARCO IRIS DOS SONHOS,20,25,30,0
33114218,CENTRO EDUC E ESPORTIVO GONCALVES,37,21,46,0
33114269,RANCHO DOS PEQUENINOS CHECHE JD ESC LTDA,22,28,68,0
33114293,JD ESC PINGUINHOS DO SABER,9,35,109,0
33114323,SOCIEDADE EDUCACIONAL RIACHUELO,18,32,149,0
33114382,CENTRO EDUCACIONAL JOSE DE PAIVA NETTO,67,94,486,0
33114404,SOCIEDADE CIVIL DE ASSIST A MENORES CASA DA DINDA,39,62,0,0
33114455,GRUPO COMUNITARIO CRECHE TIA MAURA,71,43,83,0
33114471,DISPENSARIO STA TEREZINHA M J DA GAVEA,120,0,0,0
33114480,CENTRO DE EDUCACAO INFANTIL CRISTO REDENTOR,70,0,0,0
33114498,EDUCANDARIO ROMAO MATTOS DUARTE,14,0,0,0
33114501,CRUZADA PELA INFANCIA DO LEME,60,0,0,0
33114510,COL SAN DIEGO LTDA,36,72,491,219
33114528,CRECHE PLANTANDO O AMANHA,182,0,0,0
33114552,OBRA SOCIAL CRISTO REDENTOR - CRECHE SANT ANNA,70,0,0,0
33114625,JARDIM ESCOLA GOTAS DO SABER,10,14,46,0
33114641,JD ESC TIA LUIZA,22,29,235,37
33114676,CENTRO EDUC FERREIRA CARVALHO LTDA ME,21,39,257,20
33114692,CENTRO EDUCACIONAL ESTACOES DO ANO,12,33,319,88
33114706,JD ESC MEU FUTURO,10,50,197,0
33114757,COL CRISTO REI,20,49,301,77
33114765,CENTRO EDUC MACIEL,6,17,66,0
33114790,CENTRO EDUCACIONAL ROSA FIORINO,0,0,35,9
33114820,CENTRO EDUC ROVER,12,42,90,0
33114846,CENTRO EDUC BARROS MARTINS,23,99,335,0
33114862,COLEGIO SAO LUCAS,38,54,312,0
33114870,INSTITUTO EDUCACIONAL GONZAGA,10,27,121,0
33114897,CRECHE ESCOLA COMUNITARIA SITIO ALEGRE,155,0,0,0
33114900,ESC COM JARDIM ALEXANDRINO,150,0,0,0
33114927,CASA MATERNAL Nª Sª DE NAZARE,175,0,0,0
33114935,ESCOLA COM JD INF CHAVE DO TAMANHO,164,0,0,0
33114943,ESC COM DO PARQUE ESTORIL,220,0,0,0
33115028,COLEGIO PINHEIRO GUIMARAES,0,0,0,41
33115290,CURSO DE ESPECIALIZACAO EQUACAO LTDA,0,0,58,0
33115427,CENTRO EDUC QUEEN LTDA,124,151,0,0
33115460,COL BAHIENSE - CAMPO GRANDE,9,24,235,116
33115486,CENTRO EDUC RECRIANDO LTDA,14,19,109,33
33115494,RECRIAR CRECHE E ESCOLA,29,8,0,0
33115648,COLEGIO OLIVEIRA E AZEVEDO LTDA-ME,6,12,25,0
33115664,CENTRO EDUCACIONAL VIEGAS,31,44,159,0
33115710,COLEGIO E CURSO ESSENCIAL,24,25,137,0
33115737,CENTRO EDUCACIONAL CISNE BRANCO LTDA,14,29,76,0
33115877,JARDIM ESCOLA MUNDO FELIZ,27,53,256,15
33115885,COLEGIO ACAO E OBJETIVO LTDA-ME,0,0,248,51
33115893,CENTRO EDUC ESPACO ENCANTADO LTDA,26,31,18,0
33116024,CENTRO EDUC DA INF UNIDUNITE LTDA,55,46,62,0
33116059,JD ESC SOL DA MANHA,49,13,0,0
33116083,OBRA DE MISSAO SOCIAL,48,13,0,0
33116113,ASSOCIACAO TUTELAR DE MENORES,128,78,161,0
33116156,INTERATIVO ABC - JARDIM ESCOLA QUADIDUVIVU,35,68,339,0
33116237,JD ESC UNIVERSO DOS SONHOS,54,62,99,0
33116245,JD ESC FAVO DE MEL,0,37,97,0
33116318,CRECHE ESCOLA COLORIR,18,22,66,0
33116350,CENTRO EDUCACIONAL DE SANTISSIMO,22,49,318,0
33116377,JD ESC ARCO-IRIS DE CAMPO GRANDE LTDA,0,78,471,0
33116385,COLEGIO HAVITA,0,4,119,0
33116415,CENTRO EDUCACIONAL CAMPOS LEMOS,28,109,337,0
33116440,CENTRO EDUCACIONAL GENTE MIUDA LTDA,24,63,341,0
33116458,CENTRO EDUCIONAL RANGEL CONSTANTINO LTDA,0,7,144,0
33116474,GRUPO EDUCACIONAL SAISSE VILLARDI,103,103,416,0
33116482,CENTRO EDUC NOVO HORIZONTE,0,0,135,0
33116490,JD ESC BONS AMIGOS,31,60,414,71
33116512,COL GUNNAR VINGREN EIRELI,33,50,366,80
33116547,COLEGIO PAX,0,0,281,0
33116571,JARDIM TIO FREITOCA,0,5,34,0
33116598,CENTRO EDUC PALMIERI,8,32,160,0
33116610,EDUCANDARIO INHOAIBA,0,0,234,0
33116636,JD ESC ANTONIO RIBEIRO FEITOSA LTDA,0,0,519,103
33116660,EDUCANDARIO CARVALHO QUEIROZ,0,4,152,0
33116687,COL CAMPOS SALES LTDA,0,23,127,0
33116709,CENTRO EDUCACIONAL CALIFORNIA,33,43,466,150
33116725,JD ESC MATEUSINHO,44,63,395,0
33116784,COLEGIO IGLESIAS,78,78,430,0
33116890,COLEGIO MV1 JARDIM GUANABARA,129,60,335,0
33116903,CENTRO EDUCACIONAL DA LAGOA,126,89,529,130
33116938,CENTRO EDUC APOSTOLO DA CUNHA,24,38,52,0
33116954,CENTRO EDUC CECILIA LTDA,24,41,59,0
33116962,JD ESC MEU PINGUINHO DE GENTE,21,34,9,0
33117039,COLEGIO CHARLES DARWIN,0,0,34,79
33117071,JD ESC ESTRELA DO SABER,1,0,0,0
33117080,JARDIM ESCOLA PASSARO AZUL,19,56,305,0
33117306,COLEGIO ATENAS,11,34,175,52
33117462,CRECHE NOSSO LAR,73,0,0,0
33117470,INSTITUTO EDUCACIONAL R FC LAGO - ME LTDA,18,42,238,0
33117497,JARDIM ESCOLA COMECINHO DE VIDA,65,62,243,0
33117519,ESCOLINHA PIMPOLHO LTDA,9,35,68,0
33117527,STA EDWIGES SISTEMA INTEGRADO DE ENSINO,32,56,271,0
33117543,JARDIM D ESC ARCO-IRIS SAPECA LTDA-ME,0,9,6,0
33117560,COLEGIO MERCEDARIO PIO XII MERCES,28,40,160,0
33117624,INSTITUTO AGOSTINHO MOREIRA,2,17,23,0
33117640,ESCOLA TECNICA ELECTRA,0,0,0,81
33117721,JD DE INF BEIJINHO DOCE,27,27,36,0
33117730,CENTRO EDUC MARTINS FERRAZ,9,6,3,0
33117799,COLEGIO SAO JUDAS TADEU,0,0,342,129
33117810,CRECHE BOM SAMARITANO,42,45,0,0
33117853,CASA SAO FRANCISCO,100,0,0,0
33117870,CRECHE SANTA IGNEZ,48,92,0,0
33117950,CE PROFESSOR AUGUSTO MOTTA,0,0,0,270
33117969,ESCOLA TECNICA ESTADUAL ADOLPHO BLOCH,0,0,0,533
33117977,ESCOLA TECNICA ESTADUAL SANTA CRUZ,0,0,0,627
33118418,0514604 CRECHE MUNICIPAL ESTRELINHA DOURADA,46,0,0,0
33118809,E E ENSINO FUNDAMENTAL REPUBLICA,0,0,556,0
33119015,EDUC SALT LTDA,28,58,140,0
33119023,CENTRO EDUC PROF JOSE R F DE LIMA,3,1,0,0
33119031,COL DIMITRI MARQUES LTDA,47,91,570,79
33119058,JD DE INF ESTRELINHA FELIZ,20,39,73,0
33119252,COLEGIO SAO JOAO DE DEUS,35,54,233,38
33119260,CENTO EDUC HORIZONTE DA CULTURA,37,44,129,0
33119279,COLEGIO RISQUE E RABISQUE NA ARCA DE NOE,20,14,80,0
33119287,JD PIRLIM PIM PIM,36,61,152,0
33119406,CEFAL - CENTRO EDUCACIONAL FABIO LOPES LTDA,149,101,125,0
33120366,COL PALAS FILIAL 5,11,35,157,0
33120692,CAIC THEOPHILO DE SOUZA PINTO,0,0,0,738
33120706,CENTRO EDUCACIONAL CONSTRUIR,0,0,12,0
33120730,ESC SA PEREIRA LTDA,74,20,0,0
33120749,INST METODISTA DE ENS SUZANA WESLEY AMAS ROCINHA,7,38,187,0
33120765,CRECHE ESC STUDIO DA CRIANCA,67,0,14,0
33120773,ESC MODELO DO GRAJAU,0,24,135,0
33120781,CENTRO EDUC MARCA VIVA LTDA,17,21,0,0
33120790,CENTRO DE ESTUDOS PSICOPEDAGOGICOS TOCANDO EM VOCE LTDA,10,9,62,0
33120811,CENTRO DE ORIENTACAO EDUCACIONAL E RECREATIVO PEQUENO POLEGAR,33,42,0,0
33120820,SERVICO EDUCACIONAL DA TIJUCA,67,0,0,0
33120838,FLORESCENDO ESC DE EDUC INFANTIL,80,0,0,0
33120846,ESCOLA OGA MITA,0,0,97,52
33120862,ESC GOTA DE MEL CENTRO EDUC DRUMMOND,26,22,27,0
33120870,ESCOLA JARDIM MINA DO SABER,19,34,280,0
33120927,OBRAS SOCIAIS UNIDAS DE SANTA MARTA,60,0,0,0
33120935,INSTITUICAO OBRA DO BERCO,60,0,0,0
33120951,ESC ESPIRITA CRISTA MARIA DE NAZARE- JARDIM SHEILA,129,0,0,0
33121028,INSTITUTO PRESBITERIANO ALVARO REIS DE ASSISTENCIA A CRIANCA E AO ADOLESCENTE,120,0,0,0
33121052,0817613 CRECHE MUNICIPAL CELIA ALENCAR,85,0,0,0
33121346,INST IRAJA,12,15,105,0
33121362,0625604 CRECHE MUNICIPAL HERBERT DE SOUZA - BETINHO,198,0,0,0
33121419,JARDIM ESC SILOE,5,19,17,0
33121435,JARDIM ESC TIA SANDRA LTDA,5,12,59,0
33121451,CENTRO EDUC PONTES FREIRE,12,38,149,0
33121524,CENTRO EDUC GONCALVES DURAES,10,25,44,0
33121540,EDUCANDARIO SANTA MARTA JD O VOO LIVRE,23,51,221,0
33121559,1019622 CRECHE MUNICIPAL SEMPRE VIDA PARQUE DE SANTA CRUZ,48,107,0,0
33121567,CRECHE ESCOLA SOSSEGO DA MAMAE,100,0,0,0
33121575,CRECHE COM MUNDO ENCANTADO DA CRIANCA,96,0,0,0
33121605,CENTRO EDUCACIONAL LUIZ CARLOS BARBOSA,0,18,153,66
33121613,JI TIA MONICA-CT EDUC VASCONCELOS DANTAS,17,45,223,0
33121630,CENTRO EDU A BATISTA-JD GALINHO DE OURO,12,56,168,0
33121656,CENTRO EDUCACIONAL NOSSO MUNDO,0,0,45,0
33121664,JD ESC PITUIU,3,9,31,0
33121710,0918621 CRECHE MUNICIPAL ELIZABETH TAVARES DE SOUZA - BETINHA,109,0,0,0
33121770,ESC SATHYA SAI DE VILA ISABEL,0,15,28,0
33121826,0209606 CRECHE MUNICIPAL WINNIE MANDELA,104,0,0,0
33121850,CRECHE COMUNITARIA SEMENTES DO AMANHA,313,0,0,0
33121869,0208603 CRECHE MUNICIPAL RAIZES DO SALGUEIRO,117,0,0,0
33121877,1019602 CRECHE MUNICIPAL SEMPRE VIDA ANTARES,151,0,0,0
33121885,CRECHE ESPIRITA FRANCISCO DE ASSIS,35,0,0,0
33121907,0209604 CRECHE MUNICIPAL NOVA DIVINEIA,48,0,0,0
33121931,CRECHE ESC COM GENTE BAIXINHA,145,0,0,0
33121940,CRECHE CHAPEUZINHO MARROM,46,0,0,0
33121958,0833602 CRECHE MUNICIPAL JULINHO CACAU,163,0,0,0
33121982,SASP - SERVICO DE ASSISTENCIA SOCIAL PENTECOSTAL,99,0,0,0
33121990,0208602 CRECHE MUNICIPAL RAIO DE SOL,61,0,0,0
33122008,CRECHE CRIANCA JABOUR,80,0,0,0
33122024,CRECHE ESCADINHA DO SABER,48,0,0,0
33122032,0817606 CRECHE MUNICIPAL MEIMEI,97,0,0,0
33122067,0514603 CRECHE MUNICIPAL AMALIA FERNANDEZ CONDE,52,0,0,0
33122075,0817612 CRECHE MUNICIPAL VILA KENNEDY,222,73,0,0
33122083,0209602 CRECHE MUNICIPAL CANTINHO DO CEU,144,0,0,0
33122091,0205801 EDI DONA MARCELA,50,0,0,0
33122113,0208605 CRECHE MUNICIPAL TIA MARIA,62,23,0,0
33122121,CONS DE MOR DE V KENNEDY CRECHE COM NINO,100,0,0,0
33122172,0833603 CRECHE MUNICIPAL SILVEIRINHA,200,0,0,0
33122229,CRECHE BEZERRA DE MENEZES,50,0,0,0
33122245,SISTEMA ELITE DE ENSINO,0,0,525,396
33122253,CRECHE COM STA RITA,35,0,0,0
33122261,CRECHE CANTINHO FELIZ DE SANTA TERESA,50,50,0,0
33122296,CRECHE CAPELA SAGRADA FAMILIA,34,0,0,0
33122300,0515606 CRECHE MUNICIPAL JOSUE DE CASTRO,99,81,0,0
33122326,0101604 CRECHE MUNICIPAL SEMPRE VIDA P CONQUISTA,73,50,0,0
33122369,0101603 CRECHE MUNICIPAL SENNINHA,149,0,0,0
33122377,CRECHE MONSENHOR FRANCA,50,0,0,0
33122385,CENTRO COMUNITARIO PARQUE UNIDOS DE ACARI,74,0,0,0
33122415,0107605 CRECHE MUNICIPAL EDUARDO MOREIRA DOS SANTOS,72,0,0,0
33122440,0103602 CRECHE MUNICIPAL DIREITOS HUMANOS,109,59,0,0
33122458,0625610 CRECHE MUNICIPAL ZUZU ANGEL,51,0,0,0
33122474,0101605 CRECHE MUNICIPAL CLEMENTE FERREIRA,105,0,0,0
33122482,CRECHE COMUNITARIA SAO JORGE,30,0,0,0
33122490,CRECHE COMUNITARIA ANA GONZAGA,177,0,0,0
33122504,DISPENSARIO SAO VICENTE DE PAULO - CRECHE IRMA PAULA,72,39,0,0
33122520,0918604 CRECHE MUNICIPAL VERA PACHECO JORDAO,130,0,0,0
33122539,0430607 CRECHE MUNICIPAL PROFESSOR PAULO FREIRE,71,0,0,0
33122547,1026603 CRECHE MUNICIPAL SEMPRE VIDA COLONIA DOS PESCADORES,129,0,0,0
33122601,0918607 CRECHE MUNICIPAL SONHO FELIZ,217,0,0,0
33122610,OBRAS SOCIAIS PADRE ALEIXO,88,0,0,0
33122628,CRECHE EFATA,56,0,0,0
33122695,CASA DA CRIANCA,186,0,0,0
33122733,CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOE,136,12,0,0
33122741,1120603 CRECHE MUNICIPAL DOUTOR ANTONIO MONTEIRO,148,0,0,0
33122750,CRECHE PINTINHO DOURADO,47,0,0,0
33122768,0411607 CRECHE MUNICIPAL MARIA ALTAMIRA C OLEGARIO,129,146,0,0
33122776,0430606 CRECHE MUNICIPAL PESCADOR ALBANO ROSA,48,96,0,0
33122814,CRECHE BERCARIO NOVA JERUSALEM,85,8,0,0
33122822,0411601 CRECHE MUNICIPAL CARLOS DRUMMOND DE ANDRADE,150,0,0,0
33122830,1120602 CRECHE MUNICIPAL CORA CORALINA,148,0,0,0
33122857,CRECHE ESCOLA MIMI,120,0,0,0
33122890,CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS,70,14,0,0
33122938,0515610 CRECHE MUNICIPAL SEMPRE VIDA PALMEIRINHA,48,0,0,0
33122946,CRECHE SAGRADO CORACAO DE MARIA E SANTO ANTONIO,145,0,0,0
33122954,PATRONATO OPERARIO DA GAVEA,70,23,0,0
33122970,GRUPO COM MORRO DA ALEGRIA,65,0,0,0
33122989,CRECHE CASULO SAO RAFAEL ARCANJO,65,0,0,0
33122997,GRUPO COM MARIA MARIA,72,0,0,0
33123004,1120605 CRECHE MUNICIPAL SEMPRE VIDA LORETO,112,0,0,0
33123020,CRECHE SANTA CLARA,40,32,0,0
33123039,CRECHE APOSTOLO SAO PEDRO,100,0,0,0
33123047,CRECHE CASULO DA PAROQUIA BOM JESUS DA PENHA,84,0,0,0
33123055,SOC DE ENS TEREZA CRISTINA,174,0,0,0
33123063,0411604 CRECHE MUNICIPAL BETINHO,118,0,0,0
33123098,CRECHE LAR DA CRIANCA JESUS BOM PASTOR,125,0,0,0
33123110,CRECHE COM SAO PAULO APOSTOLO,58,0,0,0
33123128,CRECHE PRE ESCOLA COM 199 PINGO DE GENTE,33,16,0,0
33123144,0328601 CRECHE MUNICIPAL GERALDA DE JESUS ALEIXO,77,0,0,0
33123152,0313608 CRECHE MUNICIPAL RACHEL LEITE DIAS,135,0,0,0
33123160,CRECHE CASULO AGOSTINHO,165,0,0,0
33123187,COLEGIO BARCELOS,0,37,268,62
33123217,FRATERNIDADE ASSISTENCIAL CRISTA,46,0,0,0
33123233,CENTRO CULTURAL PEDRO II,9,31,55,0
33123250,1019606 CRECHE MUNICIPAL TRINTA E UM DE OUTUBRO,89,69,0,0
33123284,J E PONTA DA LINGUA,16,21,110,0
33123306,JARDIM ESCOLA NOSSA CASINHA,16,40,104,0
33123314,J ESCOLA LUMAR,0,0,29,0
33123322,CENTRO EDUCACIONAL ITABIRA LTDA,0,0,87,0
33123365,ESC EDUC INFANTIL ABELHAS DE MEL,29,59,0,0
33123381,CRECHE ESCOLA SUNFLOWER,36,19,0,0
33123411,CENTRO EDUCACIONAL PEQUENO TESOURO,17,40,82,0
33123420,JARDIM ESCOLA CASTELO DE AREIA LTDA,11,25,45,0
33123438,CENTRO EDUCACIONAL O REIZINHO,8,21,97,0
33123489,CENTRO EDUCACIONAL JARDIM ESCOLA TIA CARMEN,9,19,115,35
33123500,JARDIM DE INFANCIA PIRILAMPO FELIZ,6,19,159,0
33123519,JD DE INF ESTRELINHA DOURADA,13,53,191,0
33123535,CRECHE ESC RECANTO DA SABEDORIA,49,71,75,0
33123560,PIUII CRECHE ESCOLA,37,38,0,0
33123594,COLEGIO LLESSER UNIDADE 1,24,50,74,0
33123632,0716611 CRECHE MUNICIPAL VITORINO FREIRE,58,0,0,0
33123659,CRECHE CARDEAL CAMARA,142,0,0,0
33123721,ALEF CENTRO EDUCACIONAL LTDA,22,17,26,0
33123764,CENTRO EDUC QUEEN,0,0,149,0
33123780,CEDIP CENTRO EDUC DIAS PEREIRA,9,14,55,0
33123802,CENTRO EDUC CLAUDIO,0,21,85,0
33123829,CENTRO EDUC FERNANDES MARQUES,24,24,214,62
33123837,0716606 CRECHE MUNICIPAL AMIGUINHOS DA VILA SAPE,102,97,0,0
33123845,JARDIM ESCOLA INTERATIVO PSICOMOTRIX,0,7,18,0
33123918,CENTRO EDUC MARAPENDI LTDA,0,0,441,0
33123942,MOVIM EDUC JOSEFA ALCANTARA G CENTRO INT S JOSE,126,0,0,0
33124027,COLEGIO SUL AMERICANO,4,29,226,53
33124035,COLEGIO VARGEM GRANDE,25,31,173,68
33124043,CENTRO EDUC PORTES COSTA,28,55,79,0
33124108,CRECHE ESCOLA PETER PAN,42,12,0,0
33124124,CENTRO INTERNACIONAL DE EDUCACAO INTEGRADA,0,43,253,34
33124159,JD ESC OLIVENCA,0,33,195,0
33124167,COLEGIO NOSSA SENHORA DA RESSURREICAO,11,18,200,0
33124175,EDUCANDARIO SYLLABATIM,11,18,101,5
33124183,ESCOLA FUTUROS TALENTOS,26,36,56,0
33124191,CENTRO EDUC SILVA RODRIGUES,18,22,101,0
33124205,CENTRO EDUC CASINHA ENCANTADA,0,5,0,0
33124230,COLEGIO MACHADO DE OLIVEIRA,44,66,356,0
33124256,ECO - ESCOLA CACHINHOS DE OURO,91,74,0,0
33124361,COLEGIO MILITAR DO RIO DE JANEIRO,0,0,845,754
33124418,COLEGIO QI,0,0,449,213
33124540,ACAO COM PRO FAV DR MARCELO CANDIA CR SANTA MONICA,144,0,0,0
33124558,INSTITUTO HELENA GOULLART - CAPP,0,0,255,71
33124620,CE PADRE CARLOS LEONCIO DA SILVA,0,0,299,39
33124680,JD ESC RECREARTE LTDA - COLEGIO RECREARTE,0,25,166,0
33124700,CENTRO EDUC PEREIRA ASSIS,24,32,129,0
33124728,CRECHE MARIETTA NAVARRO GAIO,75,0,0,0
33124736,SINDICATO DA CRIANCA EDUCACAO E RECREACAO INFANTIL LTDA,46,13,0,0
33124744,CENTRO DE CRIATIVIDADE INF ACONCHEGO LTD,7,27,4,0
33124817,ESPACO ALTERNATIVO FAZENDO ARTES LTDA,34,64,150,0
33124825,CENTRO EDUC SILVA XAVIER LTDA,0,0,187,0
33124841,0817604 CRECHE MUNICIPAL DRAMATURGO ALFREDO DE FREITAS DIAS GOMES,231,0,0,0
33124850,JD ESC XODO DA PIRAQUARA,14,14,16,0
33124868,0625606 CRECHE MUNICIPAL LUIS DE SOUZA DA COSTA BARROS,123,48,0,0
33124914,CRECHE DOM GUANELLA,64,0,0,0
33124922,CE OLAVO JOSINO DE SALLES,0,0,0,382
33124930,SOCIEDADE EDUC ALMEIDA REBELO,28,33,88,0
33124949,COLEGIO SILVA ABREU,98,134,445,0
33124965,CENTRO EDUC DAVID PINTO E JD ESC PEDACINHO DO CEU,0,30,242,61
33124973,CENTRO EDUCACIONAL ESPERANCA LTDA,7,24,55,0
33124990,ACAO COMUNITARIA PRO FAVELA- DR MARCELO CANDIA- CHACARA DO CEU,61,0,0,0
33125040,CENTRO EDUCACIONAL ITAUA,8,19,110,0
33125198,COL AMIGOS DA INFANCIA,28,27,123,0
33125228,SISTEMA ELITE DE ENSINO,0,0,377,272
33125244,COL SANTOS WERLY,13,59,217,0
33125252,JD ESCOLA TERNURINHA DA POSSE,47,65,130,0
33125260,CENTRO EDUCACIONAL MOURA SANTOS,27,70,277,0
33125304,CE MISSIONARIO MARIO WAY,0,0,0,1502
33125317,CE PROFESSORA LUIZA MARINHO,0,0,0,1494
33125333,CE IRINEU JOSE FERREIRA,0,0,0,1201
33125341,CE CORA CORALINA,0,0,0,315
33125457,0209603 CRECHE MUNICIPAL GALDINO MANOEL DA SILVA,82,0,0,0
33125481,CRECHE E PRE-ESCOLA TIA MARGA,60,29,0,0
33125490,CENTRO SOCIAL E AI COMO E QUE FICA,62,16,0,0
33125597,CEFEM - CENTRO EDUC FONSECA E MARTINS,22,43,215,0
33125619,CENTRO CULTURAL PEDRO II,13,51,207,0
33125627,CE MINISTRO MARCOS FREIRE,0,0,0,475
33125740,CE PAULO FREIRE,0,0,0,608
33125791,CENTRO DE EDUC E CULT DA BARRA,47,88,349,101
33125805,CE PROFESSOR TEOFILO MOREIRA DA COSTA,0,0,0,406
33125864,COLEGIO FRANCISCO DE ASSIS,163,167,1127,97
33125880,JD ESC PRIMEIROS SONHOS,35,84,143,0
33125899,JD ESCOLA ESTRELINHA MAGICA,34,76,395,0
33125961,CENTRO EDUC EDUCACAO E ARTE,4,15,14,0
33125988,INSTITUTO EDUCACIONAL CRISAN II,18,47,190,0
33126070,CENTRO EDUC ESTRELAS DE OURO,0,12,20,0
33126105,CE FINLANDIA,0,0,0,334
33126127,JD ESC THEBAS,29,37,83,0
33126160,CE OLGA BENARIO PRESTES,0,0,0,2369
33126203,E E DE ENS FUND VISCONDE DE MAUA,0,0,451,0
33126216,CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA,0,0,0,512
33126224,CE HERBERT DE SOUZA,0,0,0,806
33126232,CE COMPOSITOR LUIZ GONZAGA,0,0,0,243
33126259,CE ROSA LUXEMBURGO,0,0,0,253
33126267,CE PROFESSOR HORACIO MACEDO,0,0,0,258
33126301,0107608 CRECHE MUNICIPAL SAMORA MACHEL,121,0,0,0
33126321,0716603 CRECHE MUNICIPAL CRIANCA DO FUTURO,111,111,0,0
33126348,0716607 CRECHE MUNICIPAL EMILIA JOANA DA FONSECA MARQUES,122,0,0,0
33126364,0724601 CRECHE MUNICIPAL MARIA VIEIRA BAZANI,130,0,0,0
33126372,0817608 CRECHE MUNICIPAL NOVA ALIANCA,197,97,0,0
33126488,INSTITUTO EDUCACIONAL CARDOSO RIBAS,72,66,187,0
33126577,0107603 CRECHE MUNICIPAL VOVO LUCIOLA,98,0,0,0
33126615,0515608 CRECHE MUNICIPAL MARIA JOSE DE PAULA DE JESUS,93,86,0,0
33126658,ARTE E MANHA ESPACO CULTURAL LTDA,92,62,47,0
33126674,COLEGIO CCM,0,0,163,92
33126690,JARDIM ESCOLA BABY KID,20,11,16,0
33126704,INSTITUTO EDUCACIONAL TEREZINHA DE JESUS,28,55,187,0
33126720,CENTRO DE CRIATIVIDADE VITORIA,22,21,14,0
33126747,CE MADRE TERESA DE CALCUTA,0,0,0,1290
33126755,CE MONTEIRO DE CARVALHO,0,0,0,523
33126780,0724602 CRECHE MUNICIPAL DINA SFAT,55,0,0,0
33126810,0817607 CRECHE MUNICIPAL MULHERES DO QUAFA,297,0,0,0
33126852,CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA,0,0,0,1326
33126941,CE CHIQUINHA GONZAGA,0,0,0,311
33126950,0515604 CRECHE MUNICIPAL GERCINDA ROSA FONSECA,149,0,0,0
33126968,0515605 CRECHE MUNICIPAL JOSE RAIMUNDO DE SOUZA ALVES,104,0,0,0
33127115,CRECHE NOVA ESPERANCA,65,0,0,0
33127123,INSTITUTO DE EDUCACAO PEREIRA BATISTA,17,30,208,60
33127131,ESCOLA MENINOS DE LUZ,0,0,127,0
33127158,COLEGIO LAURA MATOS UNIDADE 1,0,0,517,0
33127166,JD ESC VALE DO SABER,46,107,626,0
33127239,CRECHE ESCOLA RECRESCER LTDA,65,49,19,0
33127309,CENTRO EDUC TIO ARTUZINHO,10,35,79,0
33127395,CE MINISTRO OROZIMBO NONATO,0,0,0,115
33127514,CE MARECHAL RONDON,0,0,0,282
33127603,CENTRO EDUCACIONAL SEIVA PURA,36,62,211,0
33127620,CENTRO EDUC LEONARDO MONTEIRO,17,18,135,0
33127662,INSTITUTO EDUCACIONAL ABREU,8,32,172,0
33127670,JARDIM ESCOLA RAZAO DE SER,32,33,173,0
33127689,CENTRO EDUC MARIETA NEWMAN LTDA MF,60,64,303,0
33127701,CRECHE ESCOLA GUGU DADA,54,25,0,0
33127760,ESCOLA ROSA DOS VENTOS,0,56,352,0
33127778,COLEGIO BANDEIRAS,50,51,82,0
33127786,CRECHE TERNURINHA,44,0,0,0
33127832,0102601 CRECHE MUNICIPAL SEMPRE VIDA SANTO ANTONIO DE PADUA,101,0,0,0
33127891,JARDIM ESCOLA PALACIO VERDE,3,7,138,0
33127908,0102602 CRECHE MUNICIPAL ANA MARIA DA CRUZ SILVA,233,0,0,0
33127913,LIVRE EXPRESSAO CRECHE ESCOLA,23,34,52,0
33127930,CRECHE ESCOLA BARRA BABY,35,16,0,0
33128049,0101606 CRECHE MUNICIPAL QUINTA DO CAJU,110,65,0,0
33128057,CENTRO EDUC MAURA EMILIA GALOZ,6,11,33,0
33128170,CONSTRUINDO O SABER ESC CRECHE,29,21,19,0
33128208,CENTRO EDUCACIONAL BEMAFA,2,19,69,0
